MM-DD HH:MM (UTC),2021,2022,2023,2024
10-24 13:00,84.81,103.46,36.7,65.66
10-24 14:00,85.62,109.31,42.54,78.24
10-24 15:00,79.86,110.94,62.38,75.48
10-24 16:00,90.24,110.9,65.24,76.09
10-24 17:00,84.19,103.3,62.22,67.68
10-24 18:00,73.2,91.67,44.3,57.79
10-24 19:00,65.48,72.14,39.07,55.37
10-24 20:00,60.72,76.47,39.34,61.55
10-24 21:00,62.16,65.11,42.85,57.63
10-24 22:00,68.61,63.4,44.28,56.78
10-24 23:00,70.75,70.45,43.43,55.99
10-25 00:00,72.62,86.76,43.85,62.36
10-25 01:00,77.69,95.84,48.54,62.37
10-25 02:00,78.54,102.09,62.08,62.9
10-25 03:00,86.49,118.53,72.36,60.33
10-25 04:00,101.84,114.0,65.05,63.15
10-25 05:00,124.36,119.87,65.33,81.06
10-25 06:00,123.91,115.41,68.09,88.21
10-25 07:00,120.38,115.36,85.33,84.83
10-25 08:00,125.9,104.27,100.17,78.96
10-25 09:00,121.13,92.78,100.5,68.85
10-25 10:00,114.75,100.44,96.84,68.97
10-25 11:00,108.07,94.53,99.95,64.84
10-25 12:00,108.04,112.58,100.61,66.92
10-25 13:00,107.91,114.78,95.72,67.29
10-25 14:00,107.46,124.48,90.77,85.43
10-25 15:00,119.43,136.71,74.75,105.18
10-25 16:00,112.33,152.47,76.84,78.37
10-25 17:00,111.49,151.35,82.78,80.45
10-25 18:00,98.46,154.3,82.05,75.85
10-25 19:00,81.92,174.04,59.29,72.65
10-25 20:00,74.32,174.08,30.71,76.7
10-25 21:00,83.99,163.89,25.86,81.5
10-25 22:00,82.94,163.03,22.1,73.4
10-25 23:00,81.9,166.01,22.3,76.0
10-26 00:00,78.63,171.0,22.32,78.34
10-26 01:00,82.6,181.27,22.93,80.09
10-26 02:00,88.75,182.73,23.37,78.57
10-26 03:00,101.46,202.26,22.73,78.69
10-26 04:00,122.23,258.62,21.34,79.52
10-26 05:00,109.37,291.29,34.36,79.63
10-26 06:00,92.67,275.83,29.73,81.21
10-26 07:00,105.64,270.96,28.15,83.78
10-26 08:00,107.12,234.86,38.32,81.03
10-26 09:00,105.86,261.45,31.35,83.0
10-26 10:00,104.78,274.16,28.01,114.59
10-26 11:00,99.58,267.21,29.25,113.99
10-26 12:00,100.01,245.8,49.53,126.78
10-26 13:00,109.63,251.21,47.62,134.51
10-26 14:00,117.0,301.64,76.66,141.55
10-26 15:00,135.94,301.22,80.84,89.52
10-26 16:00,133.07,280.3,110.12,81.33
10-26 17:00,111.72,262.51,114.32,88.11
10-26 18:00,109.83,215.1,81.42,80.42
10-26 19:00,98.43,164.19,75.57,67.07
10-26 20:00,100.57,138.27,70.36,58.89
10-26 21:00,80.9,128.63,67.89,59.34
10-26 22:00,77.91,131.3,61.02,66.11
10-26 23:00,84.22,139.99,50.24,63.22
10-27 00:00,67.68,147.88,47.38,63.08
10-27 01:00,65.95,152.41,40.53,69.01
10-27 02:00,71.62,148.06,41.29,65.91
10-27 03:00,73.51,152.16,45.12,65.74
10-27 04:00,75.76,149.5,67.47,63.66
10-27 05:00,77.44,184.71,81.59,61.59
10-27 06:00,92.57,197.55,91.4,55.56
10-27 07:00,96.27,241.73,93.36,58.0
10-27 08:00,81.16,209.95,81.86,60.97
10-27 09:00,61.17,192.54,88.21,62.21
10-27 10:00,55.42,197.36,107.66,59.12
10-27 11:00,77.94,209.58,96.32,59.14
10-27 12:00,56.47,212.61,100.61,58.49
10-27 13:00,65.92,254.05,95.27,59.48
10-27 14:00,62.85,251.98,89.98,58.4
10-27 15:00,87.92,268.15,114.57,55.78
10-27 16:00,98.33,261.26,96.63,51.0
10-27 17:00,83.74,180.56,79.85,37.63
10-27 18:00,70.84,137.11,80.0,55.9
10-27 19:00,76.36,100.33,64.67,47.9
10-27 20:00,81.34,95.28,59.58,57.72
10-27 21:00,79.55,95.42,50.55,68.62
10-27 22:00,80.75,91.69,35.14,67.24
10-27 23:00,71.71,80.47,47.13,64.74
10-28 00:00,91.43,76.73,55.27,64.69
10-28 01:00,77.93,76.96,54.58,67.36
10-28 02:00,67.68,89.5,53.83,67.84
10-28 03:00,74.9,111.65,54.23,70.28
10-28 04:00,71.91,144.52,53.68,74.13
10-28 05:00,74.49,172.84,54.3,78.56
10-28 06:00,77.89,217.71,60.47,75.5
10-28 07:00,66.76,217.57,71.27,68.36
10-28 08:00,68.25,225.27,71.82,67.16
10-28 09:00,71.16,199.92,72.99,67.3
10-28 10:00,73.54,178.15,102.12,63.13
10-28 11:00,72.59,174.15,117.12,64.08
10-28 12:00,80.11,141.92,108.7,72.56
10-28 13:00,84.85,143.33,113.95,67.24
10-28 14:00,97.5,170.16,96.55,67.12
10-28 15:00,95.13,180.24,161.73,62.28
10-28 16:00,92.21,141.57,144.56,58.61
10-28 17:00,92.05,111.09,105.8,57.83
10-28 18:00,91.6,59.85,92.88,52.08
10-28 19:00,91.96,48.59,74.18,55.75
10-28 20:00,98.29,42.68,72.48,54.85
10-28 21:00,85.31,41.13,76.67,68.47
10-28 22:00,58.16,33.06,101.13,68.52
10-28 23:00,51.95,32.34,96.56,71.31
10-29 00:00,56.59,31.9,85.0,72.51
10-29 01:00,83.7,32.88,84.12,73.3
10-29 02:00,90.81,33.14,85.65,77.62
10-29 03:00,106.88,39.45,82.67,73.37
10-29 04:00,106.52,43.97,78.06,71.07
10-29 05:00,135.96,56.0,74.7,79.96
10-29 06:00,203.58,59.3,73.15,123.47
10-29 07:00,138.05,61.48,73.52,107.3
10-29 08:00,100.83,68.78,83.67,120.14
10-29 09:00,110.67,61.38,83.72,164.78
10-29 10:00,98.92,60.9,81.8,155.55
10-29 11:00,79.39,70.57,80.42,89.03
10-29 12:00,57.89,76.67,67.98,70.27
10-29 13:00,74.32,95.23,71.05,71.47
10-29 14:00,88.01,110.68,67.37,79.45
10-29 15:00,91.0,113.99,59.02,77.88
10-29 16:00,84.03,112.47,79.25,72.14
10-29 17:00,87.59,113.37,87.11,65.98
10-29 18:00,81.12,110.38,66.87,65.04
10-29 19:00,71.62,96.82,48.21,66.98
10-29 20:00,70.98,84.83,57.9,64.34
10-29 21:00,68.26,73.45,58.82,64.01
10-29 22:00,82.54,72.98,56.67,64.93
10-29 23:00,79.48,76.32,79.01,62.21
10-30 00:00,83.21,76.4,82.28,57.76
10-30 01:00,82.66,73.14,89.34,59.08
10-30 02:00,91.7,68.42,93.96,59.0
10-30 03:00,104.95,72.23,101.37,56.55
10-30 04:00,101.81,65.08,111.07,55.35
10-30 05:00,105.23,59.38,77.75,52.01
10-30 06:00,100.39,69.24,92.36,51.64
10-30 07:00,103.48,74.66,91.82,54.16
10-30 08:00,107.82,83.43,85.14,50.52
10-30 09:00,104.42,90.69,86.4,48.3
10-30 10:00,109.28,90.86,87.93,49.18
10-30 11:00,104.51,92.32,78.59,48.55
10-30 12:00,96.27,117.39,77.41,48.33
10-30 13:00,93.92,109.9,82.18,48.33
10-30 14:00,103.21,111.25,95.57,51.21
10-30 15:00,98.66,117.83,90.34,50.98
10-30 16:00,93.73,124.78,98.51,45.43
10-30 17:00,85.9,139.55,144.99,47.65
10-30 18:00,79.4,130.08,119.71,46.41
10-30 19:00,74.13,129.22,94.52,52.63
10-30 20:00,76.96,114.64,89.84,59.2
10-30 21:00,76.47,84.33,93.78,57.27
10-30 22:00,66.99,71.04,113.06,56.77
10-30 23:00,54.44,83.48,108.26,55.83
10-31 00:00,46.21,81.92,108.58,61.5
10-31 01:00,49.07,82.28,105.95,60.51
10-31 02:00,49.72,78.23,96.77,58.57
10-31 03:00,51.7,80.43,91.04,58.87
10-31 04:00,51.41,95.81,97.93,58.66
10-31 05:00,63.87,124.26,95.13,54.8
10-31 06:00,75.69,220.45,94.1,56.11
10-31 07:00,81.63,237.37,97.19,55.17
10-31 08:00,99.27,220.67,89.52,52.33
10-31 09:00,103.24,202.52,98.2,56.16
10-31 10:00,122.86,182.51,100.78,57.02
10-31 11:00,137.73,178.57,92.78,51.83
10-31 12:00,146.77,180.47,76.77,52.25
10-31 13:00,133.97,261.68,76.86,52.91
10-31 14:00,149.69,234.59,85.87,53.21
10-31 15:00,117.02,279.89,85.76,56.71
10-31 16:00,78.04,315.93,78.22,53.58
10-31 17:00,59.72,310.69,81.13,49.64
10-31 18:00,43.57,285.39,88.81,50.87
10-31 19:00,55.09,224.52,100.01,39.07
10-31 20:00,56.81,216.93,101.66,32.09
10-31 21:00,53.88,187.21,85.29,38.82
10-31 22:00,49.35,184.54,66.86,43.06
10-31 23:00,51.87,152.84,60.19,35.68
11-01 00:00,49.84,100.12,45.87,39.86
11-01 01:00,51.39,82.67,49.65,48.58
11-01 02:00,52.51,73.96,61.93,41.6
11-01 03:00,58.62,73.22,77.51,39.52
11-01 04:00,67.67,63.49,78.93,41.64
11-01 05:00,71.82,64.38,102.96,36.41
11-01 06:00,101.51,80.3,128.67,29.09
11-01 07:00,86.24,82.45,136.28,25.82
11-01 08:00,86.82,72.5,122.23,23.29
11-01 09:00,80.25,72.76,110.72,29.12
11-01 10:00,74.5,108.64,112.45,35.72
11-01 11:00,72.33,132.84,98.17,38.98
11-01 12:00,79.72,121.13,85.8,32.13
11-01 13:00,80.13,102.59,67.91,27.29
11-01 14:00,88.61,107.75,77.04,26.0
11-01 15:00,88.1,111.11,108.89,30.57
11-01 16:00,80.39,149.94,106.95,39.98
11-01 17:00,81.82,129.45,102.94,50.76
11-01 18:00,86.41,113.55,86.02,53.84
11-01 19:00,87.64,108.18,73.04,50.65
11-01 20:00,86.02,95.79,87.01,41.01
11-01 21:00,82.3,78.1,73.6,33.14
11-01 22:00,87.46,86.55,76.14,38.76
11-01 23:00,99.77,84.49,76.61,38.79
11-02 00:00,91.22,60.02,76.65,34.75
11-02 01:00,83.56,67.98,76.68,39.11
11-02 02:00,92.45,66.95,86.71,55.9
11-02 03:00,99.8,59.3,90.44,60.39
11-02 04:00,102.25,68.73,85.53,68.29
11-02 05:00,123.56,97.83,78.6,74.18
11-02 06:00,143.43,101.8,105.24,83.49
11-02 07:00,132.8,84.61,98.55,95.35
11-02 08:00,137.3,85.06,103.34,96.86
11-02 09:00,146.21,84.97,87.83,82.2
11-02 10:00,147.58,86.28,98.46,84.01
11-02 11:00,146.0,108.69,99.61,87.97
11-02 12:00,153.94,86.01,86.83,92.26
11-02 13:00,154.27,91.78,102.81,94.35
11-02 14:00,154.84,82.9,107.15,100.35
11-02 15:00,170.14,65.0,108.15,100.41
11-02 16:00,148.53,82.8,103.53,100.92
11-02 17:00,141.19,88.91,83.3,98.19
11-02 18:00,143.97,79.73,81.67,94.04
11-02 19:00,144.87,70.68,83.42,97.89
11-02 20:00,134.56,78.92,77.73,94.2
11-02 21:00,131.04,75.08,55.8,81.26
11-02 22:00,134.39,76.33,59.43,78.84
11-02 23:00,116.7,125.75,68.8,74.98
11-03 00:00,118.23,155.18,102.96,73.82
11-03 01:00,122.22,156.47,117.37,66.48
11-03 02:00,122.09,162.73,125.32,65.43
11-03 03:00,124.96,72.29,128.82,62.52
11-03 04:00,136.59,67.0,106.92,60.44
11-03 05:00,139.44,63.03,113.72,60.77
11-03 06:00,151.34,56.49,104.93,59.46
11-03 07:00,142.8,57.21,100.69,59.77
11-03 08:00,147.42,70.76,96.43,59.41
11-03 09:00,133.5,81.98,89.62,51.54
11-03 10:00,132.03,84.78,86.26,52.13
11-03 11:00,122.1,85.74,84.91,52.71
11-03 12:00,129.72,95.12,89.7,52.72
11-03 13:00,141.34,100.68,90.81,53.22
11-03 14:00,168.73,106.14,91.4,53.64
11-03 15:00,217.42,101.42,92.45,55.04
11-03 16:00,249.99,97.12,75.98,52.93
11-03 17:00,163.62,93.95,79.65,55.41
11-03 18:00,135.88,90.38,84.77,55.38
11-03 19:00,129.64,87.5,85.12,55.44
11-03 20:00,131.89,73.22,86.5,56.92
11-03 21:00,127.02,60.43,89.23,65.44
11-03 22:00,130.38,62.68,85.54,71.57
11-03 23:00,103.15,69.16,85.64,77.16
11-04 00:00,93.49,77.06,76.56,73.02
11-04 01:00,98.6,77.88,74.95,75.96
11-04 02:00,98.93,78.26,61.38,85.53
11-04 03:00,98.13,78.8,42.05,80.56
11-04 04:00,108.97,88.06,42.2,79.18
11-04 05:00,110.91,88.82,41.5,79.77
11-04 06:00,140.79,95.19,43.03,74.46
11-04 07:00,139.49,96.85,43.27,93.39
11-04 08:00,137.5,99.79,40.23,77.15
11-04 09:00,131.08,104.32,40.76,72.87
11-04 10:00,124.32,104.41,38.4,92.18
11-04 11:00,120.09,113.19,45.73,82.31
11-04 12:00,112.05,113.89,49.43,83.98
11-04 13:00,112.16,112.89,72.07,71.64
11-04 14:00,113.96,112.02,73.86,79.13
11-04 15:00,99.31,113.24,72.1,72.49
11-04 16:00,91.19,120.95,66.46,79.76
11-04 17:00,92.59,121.89,63.02,80.02
11-04 18:00,94.62,98.4,63.15,74.47
11-04 19:00,98.67,88.7,45.9,68.97
11-04 20:00,83.3,77.57,39.24,69.03
11-04 21:00,74.63,74.64,41.75,68.54
11-04 22:00,66.55,67.22,44.39,81.11
11-04 23:00,65.65,49.66,41.54,76.56
11-05 00:00,65.84,36.58,42.93,76.5
11-05 01:00,64.51,34.87,42.67,82.87
11-05 02:00,69.2,34.65,42.66,81.34
11-05 03:00,67.4,33.85,43.83,80.93
11-05 04:00,65.18,35.1,45.14,79.45
11-05 05:00,62.68,58.13,44.27,97.73
11-05 06:00,70.36,73.97,48.47,85.35
11-05 07:00,80.01,65.5,68.17,79.75
11-05 08:00,65.81,69.2,85.58,61.65
11-05 09:00,66.71,77.59,95.12,56.29
11-05 10:00,66.81,73.55,97.59,56.46
11-05 11:00,59.61,82.37,108.26,56.02
11-05 12:00,61.07,84.04,117.15,62.33
11-05 13:00,61.9,73.01,115.57,66.99
11-05 14:00,61.46,71.72,129.7,73.66
11-05 15:00,60.13,72.7,135.31,78.51
11-05 16:00,61.44,70.85,137.23,86.6
11-05 17:00,59.99,66.37,140.06,78.75
11-05 18:00,60.7,54.35,139.48,78.85
11-05 19:00,63.58,44.56,133.69,68.55
11-05 20:00,64.78,26.95,132.78,71.66
11-05 21:00,65.33,25.13,135.55,81.82
11-05 22:00,67.07,24.15,182.66,79.88
11-05 23:00,57.59,24.58,183.47,79.87
11-06 00:00,53.86,25.77,177.18,85.93
11-06 01:00,51.26,27.84,171.27,82.42
11-06 02:00,52.16,27.69,161.46,83.07
11-06 03:00,54.0,27.54,156.9,82.72
11-06 04:00,56.8,24.89,152.95,83.97
11-06 05:00,55.03,24.07,101.21,76.53
11-06 06:00,57.03,24.13,93.92,98.01
11-06 07:00,54.65,24.32,94.61,117.27
11-06 08:00,52.77,26.45,107.27,91.95
11-06 09:00,53.35,26.27,130.41,83.25
11-06 10:00,79.83,46.36,125.67,84.09
11-06 11:00,99.06,29.45,125.77,90.94
11-06 12:00,92.18,28.94,97.74,113.72
11-06 13:00,103.22,53.53,90.65,99.14
11-06 14:00,91.09,93.63,92.82,79.1
11-06 15:00,96.41,76.31,88.07,72.46
11-06 16:00,78.7,73.77,83.06,105.48
11-06 17:00,68.14,57.96,73.29,85.11
11-06 18:00,79.96,44.49,77.96,84.67
11-06 19:00,84.11,35.75,82.43,75.56
11-06 20:00,82.14,38.3,75.32,86.47
11-06 21:00,83.63,61.22,50.8,79.43
11-06 22:00,84.23,54.35,49.69,81.78
11-06 23:00,71.0,89.47,51.24,78.55
11-07 00:00,62.18,100.95,66.69,75.77
11-07 01:00,66.55,114.44,75.22,73.55
11-07 02:00,57.86,97.96,75.38,73.09
11-07 03:00,59.78,70.38,84.06,74.65
11-07 04:00,57.62,48.82,87.57,69.93
11-07 05:00,65.39,70.19,97.39,72.09
11-07 06:00,81.62,66.24,95.82,70.55
11-07 07:00,96.66,59.88,98.88,96.59
11-07 08:00,82.16,62.16,89.71,70.0
11-07 09:00,85.56,49.19,88.69,78.67
11-07 10:00,82.19,38.81,88.18,100.92
11-07 11:00,74.42,41.14,93.77,95.76
11-07 12:00,76.04,41.64,97.48,85.03
11-07 13:00,84.29,33.73,95.43,82.27
11-07 14:00,97.64,57.05,94.52,92.22
11-07 15:00,116.01,65.61,90.51,75.75
11-07 16:00,107.6,77.13,91.6,74.63
11-07 17:00,95.96,85.45,90.9,83.2
11-07 18:00,86.06,78.27,91.09,81.33
11-07 19:00,86.02,70.58,93.16,83.66
11-07 20:00,115.13,64.67,95.28,75.73
11-07 21:00,107.71,79.43,100.37,73.01
11-07 22:00,80.4,85.79,102.9,79.43
11-07 23:00,71.53,75.6,102.41,85.05
11-08 00:00,70.86,73.5,103.53,80.11
11-08 01:00,68.16,91.12,107.26,79.8
11-08 02:00,67.41,97.13,104.84,79.65
11-08 03:00,66.08,95.01,109.25,82.05
11-08 04:00,77.17,93.88,108.3,89.58
11-08 05:00,92.62,90.43,95.54,88.49
11-08 06:00,132.73,85.9,95.14,98.19
11-08 07:00,152.42,85.32,93.53,138.71
11-08 08:00,136.14,76.18,98.81,119.88
11-08 09:00,152.39,79.22,98.68,106.89
11-08 10:00,167.05,83.61,104.83,90.82
11-08 11:00,149.91,93.59,102.53,103.14
11-08 12:00,146.95,95.4,106.15,95.64
11-08 13:00,135.88,92.21,95.06,82.85
11-08 14:00,135.63,94.87,85.07,84.89
11-08 15:00,128.81,96.13,83.08,88.6
11-08 16:00,119.47,90.29,83.88,87.33
11-08 17:00,121.08,84.78,82.75,73.53
11-08 18:00,126.97,86.07,87.16,65.01
11-08 19:00,134.21,67.99,88.63,62.98
11-08 20:00,132.16,65.68,92.05,60.97
11-08 21:00,131.0,61.8,94.75,65.87
11-08 22:00,128.86,63.04,97.71,61.84
11-08 23:00,121.63,65.84,97.34,61.39
11-09 00:00,119.68,64.86,97.94,65.97
11-09 01:00,128.86,67.21,92.89,69.43
11-09 02:00,127.25,70.36,93.3,74.47
11-09 03:00,113.07,80.48,94.54,71.67
11-09 04:00,128.1,92.1,93.02,68.57
11-09 05:00,101.89,86.6,79.85,66.42
11-09 06:00,106.14,83.18,75.1,65.89
11-09 07:00,98.8,85.94,91.23,70.35
11-09 08:00,96.58,79.26,87.49,65.88
11-09 09:00,95.94,77.97,83.02,71.48
11-09 10:00,87.8,79.0,79.69,66.42
11-09 11:00,84.05,80.55,65.39,85.31
11-09 12:00,89.1,82.71,67.81,78.8
11-09 13:00,85.24,89.87,75.12,71.51
11-09 14:00,80.36,103.74,79.12,89.75
11-09 15:00,80.13,113.43,74.35,145.28
11-09 16:00,76.55,112.09,60.02,153.36
11-09 17:00,68.28,144.87,68.94,112.95
11-09 18:00,61.08,121.66,71.02,79.63
11-09 19:00,49.51,101.98,63.17,114.01
11-09 20:00,42.65,86.58,65.44,98.2
11-09 21:00,39.62,69.21,79.54,87.73
11-09 22:00,43.11,58.46,74.59,84.58
11-09 23:00,47.28,63.93,67.44,75.64
11-10 00:00,49.54,68.76,66.98,76.82
11-10 01:00,47.19,69.39,69.26,80.54
11-10 02:00,46.92,73.51,70.02,81.08
11-10 03:00,51.07,74.16,70.13,82.84
11-10 04:00,67.4,75.85,70.08,81.33
11-10 05:00,81.06,72.07,66.69,85.78
11-10 06:00,77.73,80.56,66.71,80.16
11-10 07:00,92.74,79.12,64.99,84.04
11-10 08:00,87.56,70.24,62.25,80.59
11-10 09:00,78.77,67.1,60.33,90.94
11-10 10:00,80.47,64.22,61.08,100.78
11-10 11:00,82.55,63.33,61.15,100.15
11-10 12:00,87.75,68.73,63.49,111.56
11-10 13:00,90.05,42.47,66.5,90.76
11-10 14:00,99.79,21.81,76.31,81.01
11-10 15:00,99.02,46.07,88.49,121.78
11-10 16:00,113.88,59.48,97.71,134.42
11-10 17:00,102.59,76.12,95.49,101.25
11-10 18:00,107.56,86.78,93.73,88.3
11-10 19:00,107.96,80.38,82.22,90.57
11-10 20:00,98.19,47.75,77.0,79.79
11-10 21:00,92.08,42.46,81.13,87.82
11-10 22:00,91.86,42.93,78.61,83.85
11-10 23:00,99.88,54.98,80.6,81.61
11-11 00:00,89.96,50.95,70.57,79.44
11-11 01:00,91.89,57.08,73.67,77.16
11-11 02:00,94.71,63.24,74.44,76.41
11-11 03:00,93.63,58.62,75.61,85.07
11-11 04:00,97.37,62.92,79.14,84.96
11-11 05:00,117.96,53.0,82.73,84.39
11-11 06:00,156.08,55.8,87.63,91.68
11-11 07:00,147.72,52.58,90.19,94.5
11-11 08:00,126.16,45.3,84.11,111.68
11-11 09:00,96.01,43.24,84.6,147.67
11-11 10:00,86.84,44.35,87.64,174.81
11-11 11:00,97.06,43.8,84.62,199.29
11-11 12:00,92.26,44.95,88.36,193.58
11-11 13:00,81.06,45.03,98.35,202.24
11-11 14:00,84.47,44.69,92.54,208.37
11-11 15:00,107.97,43.65,100.97,282.84
11-11 16:00,104.03,39.99,102.49,260.45
11-11 17:00,102.67,42.11,99.89,247.01
11-11 18:00,117.07,42.33,97.75,209.12
11-11 19:00,120.9,44.83,97.96,226.55
11-11 20:00,107.95,49.33,92.31,156.12
11-11 21:00,101.94,48.87,92.17,88.3
11-11 22:00,97.44,52.83,89.0,85.84
11-11 23:00,86.59,54.24,83.46,92.15
11-12 00:00,87.9,57.52,81.69,92.59
11-12 01:00,89.03,60.83,79.13,91.29
11-12 02:00,92.29,81.76,81.46,102.99
11-12 03:00,94.09,91.23,84.26,123.87
11-12 04:00,104.84,101.41,88.22,110.98
11-12 05:00,129.18,107.1,90.05,184.98
11-12 06:00,134.44,122.6,98.83,269.4
11-12 07:00,149.94,124.23,88.4,279.81
11-12 08:00,143.61,134.0,84.82,269.77
11-12 09:00,132.38,128.04,83.98,245.2
11-12 10:00,124.72,133.6,81.05,235.44
11-12 11:00,112.2,135.42,79.39,226.29
11-12 12:00,111.16,146.26,81.31,223.14
11-12 13:00,112.49,152.88,86.28,250.62
11-12 14:00,117.57,135.3,91.5,260.62
11-12 15:00,120.32,89.7,98.87,237.91
11-12 16:00,113.15,106.49,109.75,218.75
11-12 17:00,109.03,100.78,116.27,230.54
11-12 18:00,104.39,98.96,106.73,165.96
11-12 19:00,101.45,95.07,98.12,112.08
11-12 20:00,95.14,94.35,92.47,70.53
11-12 21:00,88.26,97.78,91.98,85.47
11-12 22:00,80.2,103.45,86.88,94.47
11-12 23:00,81.78,109.17,77.77,94.78
11-13 00:00,86.84,108.24,69.84,78.65
11-13 01:00,90.89,106.89,69.48,79.73
11-13 02:00,88.83,101.31,74.65,87.76
11-13 03:00,86.68,100.07,75.11,88.08
11-13 04:00,89.06,95.95,77.37,90.0
11-13 05:00,88.81,101.86,89.53,98.71
11-13 06:00,107.04,110.4,99.88,85.35
11-13 07:00,100.65,109.39,103.09,91.33
11-13 08:00,111.59,96.12,105.06,84.88
11-13 09:00,135.37,91.32,97.93,83.76
11-13 10:00,142.23,91.65,102.34,89.41
11-13 11:00,153.15,90.01,93.29,84.03
11-13 12:00,147.78,94.15,93.44,84.14
11-13 13:00,148.49,94.66,89.49,84.19
11-13 14:00,156.15,98.66,89.13,85.42
11-13 15:00,164.33,98.13,118.26,96.1
11-13 16:00,161.7,98.66,102.83,74.45
11-13 17:00,159.12,111.83,90.94,68.94
11-13 18:00,129.91,113.65,92.01,70.7
11-13 19:00,116.41,103.13,86.33,72.95
11-13 20:00,114.43,98.44,77.63,66.38
11-13 21:00,109.43,87.98,78.03,68.74
11-13 22:00,109.91,86.38,92.87,73.94
11-13 23:00,109.96,80.02,122.67,73.07
11-14 00:00,102.16,82.82,139.05,71.41
11-14 01:00,102.88,87.33,148.72,67.64
11-14 02:00,93.5,88.45,131.1,74.64
11-14 03:00,99.47,84.49,136.1,79.42
11-14 04:00,92.36,84.77,122.87,76.95
11-14 05:00,91.82,99.17,101.46,75.63
11-14 06:00,90.35,103.76,87.91,74.45
11-14 07:00,100.52,109.3,89.56,80.92
11-14 08:00,99.42,106.01,66.38,75.42
11-14 09:00,99.5,106.79,65.85,71.61
11-14 10:00,97.77,107.95,74.15,67.49
11-14 11:00,98.86,111.33,74.73,66.8
11-14 12:00,93.66,113.68,73.68,74.49
11-14 13:00,94.69,123.21,72.04,79.03
11-14 14:00,98.71,118.93,80.9,80.31
11-14 15:00,96.16,124.19,75.6,84.13
11-14 16:00,95.17,120.71,90.27,94.06
11-14 17:00,95.38,121.37,90.88,80.37
11-14 18:00,113.37,118.95,86.63,85.65
11-14 19:00,129.47,125.39,90.63,99.11
11-14 20:00,100.64,125.47,80.96,98.77
11-14 21:00,93.44,131.9,67.03,97.28
11-14 22:00,91.59,135.14,79.56,90.39
11-14 23:00,96.79,137.89,90.43,87.69
11-15 00:00,107.54,125.3,93.46,88.53
11-15 01:00,102.73,123.14,93.22,90.18
11-15 02:00,99.79,118.15,101.03,86.61
11-15 03:00,102.61,115.07,87.06,90.12
11-15 04:00,117.2,125.76,133.44,80.42
11-15 05:00,132.27,125.33,103.5,67.66
11-15 06:00,135.8,140.05,115.62,67.39
11-15 07:00,137.28,147.13,202.43,67.97
11-15 08:00,137.87,164.77,230.54,66.86
11-15 09:00,140.29,149.51,194.67,65.91
11-15 10:00,138.73,134.37,203.7,64.49
11-15 11:00,134.9,131.34,208.28,71.41
11-15 12:00,140.18,121.98,223.33,68.07
11-15 13:00,166.35,113.72,230.03,62.72
11-15 14:00,138.02,102.11,243.38,57.43
11-15 15:00,133.27,91.79,255.87,56.95
11-15 16:00,136.94,92.37,247.17,66.89
11-15 17:00,132.54,87.24,245.8,68.05
11-15 18:00,136.17,87.65,158.71,66.94
11-15 19:00,124.06,64.26,149.99,56.45
11-15 20:00,118.95,49.44,116.28,53.28
11-15 21:00,119.11,49.38,85.98,34.11
11-15 22:00,120.0,46.99,57.24,27.45
11-15 23:00,129.09,40.69,45.09,26.08
11-16 00:00,113.3,40.49,74.55,26.83
11-16 01:00,109.28,40.28,82.35,26.82
11-16 02:00,117.26,41.48,75.54,26.93
11-16 03:00,112.9,41.4,75.51,28.2
11-16 04:00,120.81,39.61,93.18,25.08
11-16 05:00,131.13,40.78,43.73,26.05
11-16 06:00,160.16,51.68,51.41,25.84
11-16 07:00,148.16,59.93,90.04,35.46
11-16 08:00,146.27,48.66,105.9,46.13
11-16 09:00,144.03,54.41,136.48,46.98
11-16 10:00,140.07,60.47,112.51,47.19
11-16 11:00,132.5,55.89,93.14,48.76
11-16 12:00,130.36,56.49,134.53,50.16
11-16 13:00,136.12,63.42,161.23,54.13
11-16 14:00,143.26,69.32,104.16,52.45
11-16 15:00,148.19,73.16,79.35,56.13
11-16 16:00,148.5,76.18,73.62,57.1
11-16 17:00,132.58,77.2,81.75,60.34
11-16 18:00,135.28,65.92,87.01,62.53
11-16 19:00,133.28,59.53,97.66,62.22
11-16 20:00,124.84,45.39,97.33,63.42
11-16 21:00,109.2,48.76,107.13,63.42
11-16 22:00,104.32,47.88,103.49,68.82
11-16 23:00,97.61,53.0,103.8,58.87
11-17 00:00,98.19,49.78,85.87,55.39
11-17 01:00,103.51,53.42,88.52,49.95
11-17 02:00,100.22,51.27,109.12,49.2
11-17 03:00,98.46,49.28,89.04,44.0
11-17 04:00,104.08,47.86,87.22,46.37
11-17 05:00,104.8,43.83,88.38,57.6
11-17 06:00,103.38,51.6,94.58,66.69
11-17 07:00,105.65,59.73,103.75,66.39
11-17 08:00,116.47,58.47,101.46,62.31
11-17 09:00,165.32,53.28,110.72,58.99
11-17 10:00,233.34,59.45,174.92,53.05
11-17 11:00,143.13,60.82,235.13,54.59
11-17 12:00,115.38,61.83,224.42,52.34
11-17 13:00,110.76,66.93,176.59,54.01
11-17 14:00,110.01,71.51,152.0,52.81
11-17 15:00,110.94,81.71,114.91,56.06
11-17 16:00,120.03,80.55,121.58,62.03
11-17 17:00,117.97,78.04,169.0,62.47
11-17 18:00,120.04,73.24,205.07,62.38
